OrderID,Date,Product,Category,Region,Channel,Quantity,UnitPrice,UnitCost,Revenue,Cost,Profit,MarginPct
100074,2025-09-08,Goat Meat (kg),Livestock,Ogun,Direct Farm Sale,1,4091.35,3182.23,4091.35,3182.23,909.12,22.2
100075,2025-09-08,"Ram (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,95328.4,68297.57,95328.4,68297.57,27030.83,28.4
100076,2025-09-08,Feed - Layer Mash (bag),Feed,Lagos,Online Order,8,14140.56,10726.61,113124.48,85812.88,27311.6,24.1
100077,2025-09-08,"Cattle (Live, per head)",Livestock,Lagos,Distributor,1,294304.72,205088.96,294304.72,205088.96,89215.76,30.3
100078,2025-09-09,Feed - Broiler Starter (bag),Feed,Lagos,Direct Farm Sale,13,16363.0,12762.4,212719.0,165911.2,46807.8,22.0
100079,2025-09-09,"Ram (Live, per head)",Livestock,Ibadan Metro,Distributor,1,99217.59,73533.43,99217.59,73533.43,25684.16,25.9
100080,2025-09-09,Turkey,Poultry,Lagos,Distributor,1,4636.61,3140.4,4636.61,3140.4,1496.21,32.3
100081,2025-09-09,Feed - Layer Mash (bag),Feed,Lagos,Distributor,7,13966.63,9347.09,97766.41,65429.63,32336.78,33.1
100082,2025-09-09,Broiler Chicken,Poultry,Ogun,Distributor,4,3051.97,2260.97,12207.88,9043.88,3164.0,25.9
100083,2025-09-09,"Cattle (Live, per head)",Livestock,Ogun,Retail Market,1,298874.7,214819.84,298874.7,214819.84,84054.86,28.1
100084,2025-09-09,Layer Eggs (Crate),Poultry,Lagos,Distributor,9,2819.24,2155.78,25373.16,19402.02,5971.14,23.5
100085,2025-09-10,"Cattle (Live, per head)",Livestock,Lagos,Distributor,1,278432.9,196563.09,278432.9,196563.09,81869.81,29.4
100086,2025-09-10,Feed - Broiler Starter (bag),Feed,Lagos,Direct Farm Sale,6,15421.52,11774.12,92529.12,70644.72,21884.4,23.7
100087,2025-09-10,Turkey,Poultry,Ogun,Online Order,2,4405.95,3311.01,8811.9,6622.02,2189.88,24.9
100088,2025-09-10,Layer Eggs (Crate),Poultry,Lagos,Direct Farm Sale,1,2843.24,2076.88,2843.24,2076.88,766.36,27.0
100089,2025-09-10,Broiler Chicken,Poultry,Lagos,Distributor,4,3252.85,2098.47,13011.4,8393.88,4617.52,35.5
100090,2025-09-10,Feed - Layer Mash (bag),Feed,Lagos,Direct Farm Sale,7,12899.24,8762.14,90294.68,61334.98,28959.7,32.1
100091,2025-09-10,"Ram (Live, per head)",Livestock,Lagos,Retail Market,1,96811.13,71183.54,96811.13,71183.54,25627.59,26.5
100092,2025-09-10,Layer Eggs (Crate),Poultry,Lagos,Direct Farm Sale,8,2985.86,2095.68,23886.88,16765.44,7121.44,29.8
100093,2025-09-10,Feed - Broiler Starter (bag),Feed,Lagos,Retail Market,1,16210.87,10523.54,16210.87,10523.54,5687.33,35.1
100094,2025-09-10,Feed - Broiler Starter (bag),Feed,Lagos,Direct Farm Sale,1,14966.32,11411.59,14966.32,11411.59,3554.73,23.8
100095,2025-09-10,Goat Meat (kg),Livestock,Ogun,Distributor,1,3930.52,2738.52,3930.52,2738.52,1192.0,30.3
100096,2025-09-10,Goat Meat (kg),Livestock,Ogun,Distributor,1,3978.25,2741.27,3978.25,2741.27,1236.98,31.1
100097,2025-09-10,Turkey,Poultry,Lagos,Direct Farm Sale,5,4566.47,3072.58,22832.35,15362.9,7469.45,32.7
100098,2025-09-11,"Ram (Live, per head)",Livestock,Lagos,Retail Market,1,91240.89,64226.45,91240.89,64226.45,27014.44,29.6
100099,2025-09-11,Feed - Layer Mash (bag),Feed,Oyo,Online Order,9,13528.41,10373.36,121755.69,93360.24,28395.45,23.3
100100,2025-09-11,Feed - Broiler Starter (bag),Feed,Oyo,Direct Farm Sale,7,15846.88,11274.39,110928.16,78920.73,32007.43,28.9
100101,2025-09-11,Turkey,Poultry,Oyo,Direct Farm Sale,2,4690.91,3058.1,9381.82,6116.2,3265.62,34.8
100102,2025-09-11,Goat Meat (kg),Livestock,Lagos,Direct Farm Sale,1,3911.65,2605.87,3911.65,2605.87,1305.78,33.4
100103,2025-09-11,"Cattle (Live, per head)",Livestock,Ogun,Online Order,1,277671.38,198540.95,277671.38,198540.95,79130.43,28.5
100104,2025-09-12,Broiler Chicken,Poultry,Oyo,Distributor,1,3426.68,2579.94,3426.68,2579.94,846.74,24.7
100105,2025-09-12,Goat Meat (kg),Livestock,Lagos,Online Order,1,4099.52,2676.17,4099.52,2676.17,1423.35,34.7
100106,2025-09-12,Turkey,Poultry,Lagos,Retail Market,2,4767.47,3062.45,9534.94,6124.9,3410.04,35.8
100107,2025-09-12,Broiler Chicken,Poultry,Oyo,Retail Market,3,3303.64,2528.14,9910.92,7584.42,2326.5,23.5
100108,2025-09-12,Broiler Chicken,Poultry,Ibadan Metro,Distributor,6,3222.68,2192.43,19336.08,13154.58,6181.5,32.0
100109,2025-09-12,Turkey,Poultry,Ogun,Distributor,17,4504.02,3175.77,76568.34,53988.09,22580.25,29.5
100110,2025-09-12,"Cattle (Live, per head)",Livestock,Ibadan Metro,Distributor,1,270255.09,208197.26,270255.09,208197.26,62057.83,23.0
100111,2025-09-13,Feed - Broiler Starter (bag),Feed,Lagos,Direct Farm Sale,1,15720.37,11644.73,15720.37,11644.73,4075.64,25.9
100112,2025-09-13,"Ram (Live, per head)",Livestock,Oyo,Direct Farm Sale,1,100703.69,64490.46,100703.69,64490.46,36213.23,36.0
100113,2025-09-13,Feed - Layer Mash (bag),Feed,Ogun,Distributor,3,13566.93,9639.05,40700.79,28917.15,11783.64,29.0
100114,2025-09-13,Layer Eggs (Crate),Poultry,Lagos,Direct Farm Sale,1,3004.81,1936.71,3004.81,1936.71,1068.1,35.5
100115,2025-09-13,"Cattle (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,275318.97,202683.02,275318.97,202683.02,72635.95,26.4
100116,2025-09-13,Turkey,Poultry,Ibadan Metro,Distributor,13,4814.66,3529.91,62590.58,45888.83,16701.75,26.7
100117,2025-09-13,Layer Eggs (Crate),Poultry,Oyo,Distributor,2,2964.85,1995.77,5929.7,3991.54,1938.16,32.7
100118,2025-09-13,"Ram (Live, per head)",Livestock,Ogun,Distributor,1,95177.68,59844.1,95177.68,59844.1,35333.58,37.1
100119,2025-09-13,Broiler Chicken,Poultry,Lagos,Retail Market,3,3087.54,2119.04,9262.62,6357.12,2905.5,31.4
100120,2025-09-13,Layer Eggs (Crate),Poultry,Ibadan Metro,Direct Farm Sale,11,2741.76,1898.37,30159.36,20882.07,9277.29,30.8
100121,2025-09-14,"Cattle (Live, per head)",Livestock,Ogun,Online Order,1,282707.2,200487.14,282707.2,200487.14,82220.06,29.1
100122,2025-09-14,"Ram (Live, per head)",Livestock,Lagos,Online Order,1,96452.11,68988.49,96452.11,68988.49,27463.62,28.5
100123,2025-09-14,"Cattle (Live, per head)",Livestock,Lagos,Distributor,1,295112.07,199466.81,295112.07,199466.81,95645.26,32.4
100124,2025-09-14,"Ram (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,96080.03,68252.81,96080.03,68252.81,27827.22,29.0
100125,2025-09-14,Layer Eggs (Crate),Poultry,Lagos,Retail Market,2,2854.54,1989.54,5709.08,3979.08,1730.0,30.3
100126,2025-09-14,"Ram (Live, per head)",Livestock,Ogun,Direct Farm Sale,1,92496.81,70102.01,92496.81,70102.01,22394.8,24.2
100127,2025-09-14,Feed - Broiler Starter (bag),Feed,Oyo,Direct Farm Sale,5,16697.55,12596.07,83487.75,62980.35,20507.4,24.6
100128,2025-09-14,Feed - Broiler Starter (bag),Feed,Oyo,Direct Farm Sale,9,15190.62,11051.22,136715.58,99460.98,37254.6,27.2
100129,2025-09-15,Layer Eggs (Crate),Poultry,Oyo,Online Order,11,3003.77,1930.14,33041.47,21231.54,11809.93,35.7
100130,2025-09-15,"Ram (Live, per head)",Livestock,Lagos,Retail Market,1,90410.57,57291.49,90410.57,57291.49,33119.08,36.6
100131,2025-09-15,Feed - Broiler Starter (bag),Feed,Oyo,Direct Farm Sale,6,16020.5,11737.12,96123.0,70422.72,25700.28,26.7
100132,2025-09-15,Broiler Chicken,Poultry,Oyo,Direct Farm Sale,2,3151.51,2268.66,6303.02,4537.32,1765.7,28.0
100133,2025-09-15,"Ram (Live, per head)",Livestock,Oyo,Distributor,1,100884.19,66091.42,100884.19,66091.42,34792.77,34.5
100134,2025-09-16,"Ram (Live, per head)",Livestock,Oyo,Online Order,1,96742.27,62637.59,96742.27,62637.59,34104.68,35.3
100135,2025-09-16,Feed - Broiler Starter (bag),Feed,Oyo,Retail Market,1,16367.33,11452.13,16367.33,11452.13,4915.2,30.0
100136,2025-09-16,Layer Eggs (Crate),Poultry,Ogun,Retail Market,3,2709.83,2070.32,8129.49,6210.96,1918.53,23.6
100137,2025-09-16,"Ram (Live, per head)",Livestock,Oyo,Direct Farm Sale,1,98068.76,68558.28,98068.76,68558.28,29510.48,30.1
100138,2025-09-16,Layer Eggs (Crate),Poultry,Ibadan Metro,Distributor,7,2848.89,1787.72,19942.23,12514.04,7428.19,37.2
100139,2025-09-16,Goat Meat (kg),Livestock,Ibadan Metro,Direct Farm Sale,1,3654.63,2716.7,3654.63,2716.7,937.93,25.7
100140,2025-09-16,"Cattle (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,278946.49,205038.88,278946.49,205038.88,73907.61,26.5
100141,2025-09-16,Feed - Broiler Starter (bag),Feed,Ogun,Online Order,7,15699.77,10411.86,109898.39,72883.02,37015.37,33.7
100142,2025-09-16,Feed - Broiler Starter (bag),Feed,Lagos,Distributor,4,15725.18,11251.29,62900.72,45005.16,17895.56,28.5
100143,2025-09-16,Layer Eggs (Crate),Poultry,Ogun,Distributor,1,2916.59,2087.48,2916.59,2087.48,829.11,28.4
100144,2025-09-16,Broiler Chicken,Poultry,Lagos,Retail Market,1,3328.99,2208.93,3328.99,2208.93,1120.06,33.6
100145,2025-09-16,Layer Eggs (Crate),Poultry,Lagos,Direct Farm Sale,8,2691.56,2081.4,21532.48,16651.2,4881.28,22.7
100146,2025-09-17,Feed - Layer Mash (bag),Feed,Ibadan Metro,Direct Farm Sale,10,14110.98,8825.45,141109.8,88254.5,52855.3,37.5
100147,2025-09-17,"Cattle (Live, per head)",Livestock,Oyo,Direct Farm Sale,1,270196.27,185755.08,270196.27,185755.08,84441.19,31.3
100148,2025-09-17,"Cattle (Live, per head)",Livestock,Ogun,Retail Market,1,296741.6,199130.25,296741.6,199130.25,97611.35,32.9
100149,2025-09-17,Layer Eggs (Crate),Poultry,Ogun,Retail Market,9,2982.14,2101.94,26839.26,18917.46,7921.8,29.5
100150,2025-09-17,Layer Eggs (Crate),Poultry,Oyo,Direct Farm Sale,1,2856.37,2132.33,2856.37,2132.33,724.04,25.3
100151,2025-09-17,Broiler Chicken,Poultry,Oyo,Distributor,10,3232.17,2516.1,32321.7,25161.0,7160.7,22.2
100152,2025-09-17,Turkey,Poultry,Ibadan Metro,Distributor,4,4742.29,3697.42,18969.16,14789.68,4179.48,22.0
100153,2025-09-17,Goat Meat (kg),Livestock,Lagos,Direct Farm Sale,1,3628.57,2528.26,3628.57,2528.26,1100.31,30.3
100154,2025-09-17,Feed - Layer Mash (bag),Feed,Ibadan Metro,Online Order,3,13805.69,9086.97,41417.07,27260.91,14156.16,34.2
100155,2025-09-17,Turkey,Poultry,Ogun,Direct Farm Sale,13,4693.6,3352.44,61016.8,43581.72,17435.08,28.6
100156,2025-09-17,Feed - Layer Mash (bag),Feed,Lagos,Online Order,1,12914.52,9969.93,12914.52,9969.93,2944.59,22.8
100157,2025-09-18,"Cattle (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,279980.9,175233.64,279980.9,175233.64,104747.26,37.4
100158,2025-09-18,Layer Eggs (Crate),Poultry,Oyo,Distributor,1,3012.75,2293.93,3012.75,2293.93,718.82,23.9
100159,2025-09-18,Turkey,Poultry,Ogun,Distributor,5,4857.86,3709.41,24289.3,18547.05,5742.25,23.6
100160,2025-09-18,Turkey,Poultry,Lagos,Direct Farm Sale,1,4621.87,3294.53,4621.87,3294.53,1327.34,28.7
100161,2025-09-18,Layer Eggs (Crate),Poultry,Ogun,Distributor,4,2970.2,1858.36,11880.8,7433.44,4447.36,37.4
100162,2025-09-18,Feed - Broiler Starter (bag),Feed,Oyo,Distributor,1,15548.03,10566.91,15548.03,10566.91,4981.12,32.0
100163,2025-09-18,Feed - Layer Mash (bag),Feed,Oyo,Direct Farm Sale,7,14074.93,10959.25,98524.51,76714.75,21809.76,22.1
100164,2025-09-18,Layer Eggs (Crate),Poultry,Ogun,Distributor,5,2960.18,2000.04,14800.9,10000.2,4800.7,32.4
100165,2025-09-18,Layer Eggs (Crate),Poultry,Ogun,Retail Market,5,2749.28,1773.77,13746.4,8868.85,4877.55,35.5
100166,2025-09-18,Feed - Layer Mash (bag),Feed,Oyo,Retail Market,15,13707.12,9855.12,205606.8,147826.8,57780.0,28.1
100167,2025-09-18,"Ram (Live, per head)",Livestock,Lagos,Retail Market,1,102122.24,70921.36,102122.24,70921.36,31200.88,30.6
100168,2025-09-18,Feed - Broiler Starter (bag),Feed,Oyo,Direct Farm Sale,11,16373.2,12331.34,180105.2,135644.74,44460.46,24.7
100169,2025-09-19,Goat Meat (kg),Livestock,Lagos,Retail Market,1,3673.45,2444.07,3673.45,2444.07,1229.38,33.5
100170,2025-09-19,Feed - Broiler Starter (bag),Feed,Ogun,Online Order,2,15999.73,12305.78,31999.46,24611.56,7387.9,23.1
100171,2025-09-19,"Cattle (Live, per head)",Livestock,Oyo,Direct Farm Sale,1,294059.09,226886.48,294059.09,226886.48,67172.61,22.8
100172,2025-09-19,Feed - Layer Mash (bag),Feed,Oyo,Direct Farm Sale,1,12618.49,9583.06,12618.49,9583.06,3035.43,24.1
100173,2025-09-19,Feed - Layer Mash (bag),Feed,Oyo,Distributor,9,13559.98,9239.47,122039.82,83155.23,38884.59,31.9
100174,2025-09-19,"Cattle (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,283786.61,210928.71,283786.61,210928.71,72857.9,25.7
100175,2025-09-20,"Ram (Live, per head)",Livestock,Lagos,Direct Farm Sale,1,100970.47,78163.04,100970.47,78163.04,22807.43,22.6
100176,2025-09-20,Feed - Layer Mash (bag),Feed,Ogun,Online Order,16,13010.55,10114.88,208168.8,161838.08,46330.72,22.3
100177,2025-09-20,Broiler Chicken,Poultry,Lagos,Retail Market,1,3123.35,2370.31,3123.35,2370.31,753.04,24.1
100178,2025-09-20,Feed - Layer Mash (bag),Feed,Lagos,Retail Market,7,14030.56,10442.32,98213.92,73096.24,25117.68,25.6
100179,2025-09-20,Feed - Broiler Starter (bag),Feed,Ogun,Distributor,4,16330.55,10893.57,65322.2,43574.28,21747.92,33.3
100180,2025-09-20,Feed - Layer Mash (bag),Feed,Ibadan Metro,Distributor,4,12754.82,9307.07,51019.28,37228.28,13791.0,27.0
100181,2025-09-20,Goat Meat (kg),Livestock,Ogun,Direct Farm Sale,1,3689.45,2672.06,3689.45,2672.06,1017.39,27.6
100182,2025-09-20,"Cattle (Live, per head)",Livestock,Lagos,Retail Market,1,277297.18,192121.25,277297.18,192121.25,85175.93,30.7
100183,2025-09-20,Feed - Layer Mash (bag),Feed,Ogun,Retail Market,12,14212.58,10453.38,170550.96,125440.56,45110.4,26.4
100184,2025-09-20,Turkey,Poultry,Oyo,Retail Market,2,4852.2,3118.99,9704.4,6237.98,3466.42,35.7
100185,2025-09-21,"Cattle (Live, per head)",Livestock,Lagos,Retail Market,1,279023.97,187374.4,279023.97,187374.4,91649.57,32.8
100186,2025-09-21,"Ram (Live, per head)",Livestock,Ogun,Retail Market,1,100137.25,65291.89,100137.25,65291.89,34845.36,34.8
100187,2025-09-21,Feed - Broiler Starter (bag),Feed,Oyo,Online Order,4,16530.89,11822.3,66123.56,47289.2,18834.36,28.5
100188,2025-09-21,Broiler Chicken,Poultry,Lagos,Distributor,8,3373.52,2274.81,26988.16,18198.48,8789.68,32.6
100189,2025-09-21,Turkey,Poultry,Ogun,Retail Market,6,4624.52,3447.18,27747.12,20683.08,7064.04,25.5
100190,2025-09-21,Feed - Broiler Starter (bag),Feed,Ogun,Distributor,3,15222.91,9826.8,45668.73,29480.4,16188.33,35.4
100191,2025-09-21,"Cattle (Live, per head)",Livestock,Ogun,Direct Farm Sale,1,283114.65,209245.69,283114.65,209245.69,73868.96,26.1
100192,2025-09-22,Turkey,Poultry,Lagos,Online Order,5,4655.44,3035.01,23277.2,15175.05,8102.15,34.8
100193,2025-09-22,Turkey,Poultry,Lagos,Distributor,7,4837.06,3320.86,33859.42,23246.02,10613.4,31.3
100194,2025-09-22,Feed - Layer Mash (bag),Feed,Ogun,Direct Farm Sale,3,14234.81,8916.93,42704.43,26750.79,15953.64,37.4
100195,2025-09-22,Broiler Chicken,Poultry,Ogun,Distributor,4,3288.65,2456.2,13154.6,9824.8,3329.8,25.3
100196,2025-09-23,Layer Eggs (Crate),Poultry,Lagos,Retail Market,3,2749.99,2088.12,8249.97,6264.36,1985.61,24.1
100197,2025-09-23,Feed - Broiler Starter (bag),Feed,Ogun,Distributor,2,15353.98,10499.78,30707.96,20999.56,9708.4,31.6
100198,2025-09-23,Turkey,Poultry,Oyo,Direct Farm Sale,6,4351.56,3373.2,26109.36,20239.2,5870.16,22.5
100199,2025-09-23,Feed - Broiler Starter (bag),Feed,Lagos,Retail Market,1,16073.82,10340.63,16073.82,10340.63,5733.19,35.7
